시도,시군구,도로형태,발생건수,사망자수,부상자수,중상,경상,부상신고
서울,종로구,터널안,14,0,31,2,27,2
서울,종로구,교량위,4,0,5,2,3,0
서울,종로구,고가도로위,1,0,2,0,2,0
서울,종로구,지하차도(도로)내,3,0,9,2,5,2
서울,종로구,기타단일로,693,9,961,218,613,130
서울,종로구,교차로내,244,3,375,83,239,53
서울,종로구,교차로횡단보도내,33,0,39,14,20,5
서울,종로구,교차로부근,176,1,244,46,175,23
서울,종로구,주차장,1,0,1,0,1,0
서울,종로구,기타,20,0,21,8,11,2
서울,종로구,불명,1,0,1,0,1,0
서울,중구,터널안,13,0,35,8,17,10
서울,중구,교량위,1,0,1,0,1,0
서울,중구,지하차도(도로)내,1,0,4,1,3,0
서울,중구,기타단일로,684,3,903,221,590,92
서울,중구,교차로내,237,1,340,98,212,30
서울,중구,교차로횡단보도내,45,0,54,18,24,12
서울,중구,교차로부근,218,0,284,64,174,46
서울,중구,주차장,5,0,5,1,4,0
서울,중구,기타,48,0,58,18,37,3
서울,용산구,터널안,10,0,13,2,8,3
서울,용산구,교량위,27,1,44,7,36,1
서울,용산구,고가도로위,9,1,17,1,15,1
서울,용산구,지하차도(도로)내,49,0,73,21,52,0
서울,용산구,기타단일로,754,10,1112,222,803,87
서울,용산구,교차로내,207,0,306,59,216,31
서울,용산구,교차로횡단보도내,32,0,33,17,15,1
서울,용산구,교차로부근,189,0,266,52,200,14
서울,용산구,주차장,2,0,3,0,3,0
서울,용산구,기타,56,0,76,20,48,8
서울,용산구,불명,2,0,6,0,6,0
서울,성동구,터널안,2,0,2,0,2,0
서울,성동구,교량위,31,0,59,18,40,1
서울,성동구,고가도로위,10,0,15,4,11,0
서울,성동구,지하차도(도로)내,3,1,2,1,0,1
서울,성동구,기타단일로,498,7,718,139,478,101
서울,성동구,교차로내,271,5,366,101,227,38
서울,성동구,교차로횡단보도내,47,1,47,20,24,3
서울,성동구,교차로부근,129,1,181,32,120,29
서울,성동구,주차장,3,0,3,2,1,0
서울,성동구,기타,82,0,108,27,73,8
서울,동대문구,터널안,2,0,5,0,5,0
서울,동대문구,교량위,7,1,7,1,4,2
서울,동대문구,고가도로위,10,0,26,5,20,1
서울,동대문구,지하차도(도로)내,2,0,2,2,0,0
서울,동대문구,기타단일로,798,15,978,256,654,68
서울,동대문구,교차로내,423,3,537,159,343,35
서울,동대문구,교차로횡단보도내,92,1,102,48,49,5
서울,동대문구,교차로부근,271,4,355,83,245,27
서울,동대문구,주차장,5,0,5,2,2,1
서울,동대문구,기타,103,1,117,28,82,7
서울,동대문구,불명,5,0,5,1,4,0
서울,성북구,터널안,15,0,29,5,16,8
서울,성북구,교량위,7,0,13,1,12,0
서울,성북구,고가도로위,24,1,46,9,33,4
서울,성북구,기타단일로,805,10,1073,227,781,65
서울,성북구,교차로내,371,3,475,112,337,26
서울,성북구,교차로횡단보도내,80,2,81,29,49,3
서울,성북구,교차로부근,194,1,271,59,193,19
서울,성북구,주차장,3,0,5,0,5,0
서울,성북구,기타,58,0,75,20,51,4
서울,도봉구,터널안,2,0,3,3,0,0
서울,도봉구,교량위,3,0,5,1,4,0
서울,도봉구,고가도로위,1,0,1,0,0,1
서울,도봉구,지하차도(도로)내,8,1,12,3,8,1
서울,도봉구,기타단일로,361,4,437,118,272,47
서울,도봉구,교차로내,356,0,495,123,310,62
서울,도봉구,교차로횡단보도내,53,1,57,21,31,5
서울,도봉구,교차로부근,147,2,217,43,152,22
서울,도봉구,주차장,1,0,1,0,0,1
서울,도봉구,기타,12,1,11,4,5,2
서울,은평구,터널안,2,0,11,1,10,0
서울,은평구,교량위,1,0,1,0,1,0
서울,은평구,기타단일로,435,4,553,138,359,56
서울,은평구,교차로내,296,4,505,97,349,59
서울,은평구,교차로횡단보도내,73,2,77,33,37,7
서울,은평구,교차로부근,224,2,298,59,225,14
서울,은평구,주차장,5,0,6,0,6,0
서울,은평구,기타,30,0,37,9,21,7
서울,은평구,불명,1,0,1,0,1,0
서울,서대문구,터널안,5,0,11,1,10,0
서울,서대문구,교량위,7,0,20,5,8,7
서울,서대문구,고가도로위,9,0,18,2,14,2
서울,서대문구,기타단일로,660,6,897,198,590,109
서울,서대문구,교차로내,193,2,283,68,174,41
서울,서대문구,교차로횡단보도내,29,0,32,12,18,2
서울,서대문구,교차로부근,93,0,129,35,82,12
서울,서대문구,주차장,2,0,2,0,2,0
서울,서대문구,기타,33,0,37,10,24,3
서울,서대문구,불명,1,0,1,0,1,0
서울,마포구,터널안,5,0,14,4,10,0
서울,마포구,교량위,25,0,45,7,36,2
서울,마포구,고가도로위,5,0,7,1,4,2
서울,마포구,지하차도(도로)내,5,0,5,1,4,0
서울,마포구,기타단일로,1089,5,1663,306,1215,142
서울,마포구,교차로내,351,1,545,114,400,31
서울,마포구,교차로횡단보도내,55,2,57,20,34,3
서울,마포구,교차로부근,194,0,277,52,207,18
서울,마포구,주차장,12,0,16,3,13,0
서울,마포구,기타,115,0,159,19,129,11
서울,마포구,불명,3,0,5,0,5,0
서울,강서구,터널안,5,0,9,1,7,1
서울,강서구,교량위,5,0,7,0,7,0
서울,강서구,고가도로위,3,0,4,1,3,0
서울,강서구,지하차도(도로)내,3,0,3,2,0,1
서울,강서구,기타단일로,762,9,1017,265,680,72
서울,강서구,교차로내,343,1,498,119,349,30
서울,강서구,교차로횡단보도내,57,1,58,22,32,4
서울,강서구,교차로부근,282,0,381,79,266,36
서울,강서구,주차장,9,0,9,3,6,0
서울,강서구,기타,113,1,167,25,126,16
서울,강서구,불명,2,0,2,1,1,0
서울,구로구,터널안,5,0,7,1,6,0
서울,구로구,교량위,11,0,23,0,20,3
서울,구로구,고가도로위,15,0,24,4,19,1
서울,구로구,지하차도(도로)내,6,0,8,3,5,0
서울,구로구,기타단일로,750,7,1021,238,691,92
서울,구로구,교차로내,385,3,537,127,371,39
서울,구로구,교차로횡단보도내,72,1,81,42,38,1
서울,구로구,교차로부근,155,1,220,51,161,8
서울,구로구,주차장,2,0,2,1,1,0
서울,구로구,기타,32,0,37,15,18,4
서울,영등포구,터널안,2,0,3,2,1,0
서울,영등포구,교량위,67,2,113,15,89,9
서울,영등포구,고가도로위,11,0,21,2,17,2
서울,영등포구,지하차도(도로)내,5,0,7,0,7,0
서울,영등포구,기타단일로,1204,14,1754,353,1207,194
서울,영등포구,교차로내,556,4,867,160,619,88
서울,영등포구,교차로횡단보도내,49,0,52,18,27,7
서울,영등포구,교차로부근,344,1,492,100,342,50
서울,영등포구,주차장,3,0,4,0,4,0
서울,영등포구,기타,141,1,198,36,132,30
서울,영등포구,불명,4,0,8,0,7,1
서울,동작구,터널안,7,0,13,2,10,1
서울,동작구,교량위,12,0,16,2,14,0
서울,동작구,고가도로위,10,1,12,3,8,1
서울,동작구,기타단일로,793,9,1118,231,776,111
서울,동작구,교차로내,252,6,371,77,247,47
서울,동작구,교차로횡단보도내,43,1,45,15,26,4
서울,동작구,교차로부근,210,2,359,70,253,36
서울,동작구,주차장,2,0,4,0,4,0
서울,동작구,기타,80,1,105,26,70,9
서울,관악구,터널안,14,0,29,8,18,3
서울,관악구,교량위,2,0,2,1,1,0
서울,관악구,지하차도(도로)내,2,0,4,1,2,1
서울,관악구,기타단일로,741,8,949,199,663,87
서울,관악구,교차로내,266,1,379,96,246,37
서울,관악구,교차로횡단보도내,31,0,36,21,11,4
서울,관악구,교차로부근,151,1,201,51,130,20
서울,관악구,주차장,3,1,4,0,4,0
서울,관악구,기타,40,0,54,4,41,9
서울,관악구,불명,1,0,1,0,1,0
서울,강남구,터널안,10,1,16,1,14,1
서울,강남구,교량위,18,1,30,5,24,1
서울,강남구,고가도로위,3,0,3,1,2,0
서울,강남구,지하차도(도로)내,5,0,7,1,2,4
서울,강남구,기타단일로,1873,9,2660,502,1918,240
서울,강남구,교차로내,673,4,1001,221,674,106
서울,강남구,교차로횡단보도내,77,0,80,32,39,9
서울,강남구,교차로부근,589,4,889,150,670,69
서울,강남구,주차장,13,0,16,2,12,2
서울,강남구,기타,207,0,256,59,175,22
서울,강남구,불명,1,0,1,1,0,0
서울,강동구,교량위,19,1,25,8,14,3
서울,강동구,기타단일로,692,9,961,255,622,84
서울,강동구,교차로내,365,4,502,134,336,32
서울,강동구,교차로횡단보도내,57,3,58,25,31,2
서울,강동구,교차로부근,162,1,236,60,158,18
서울,강동구,주차장,7,0,7,2,5,0
서울,강동구,기타,67,1,82,28,45,9
서울,강동구,불명,2,0,2,0,1,1
서울,송파구,터널안,3,0,4,0,3,1
서울,송파구,교량위,24,0,50,13,28,9
서울,송파구,고가도로위,4,0,7,0,6,1
서울,송파구,지하차도(도로)내,5,0,7,1,6,0
서울,송파구,기타단일로,1317,13,1775,383,1158,234
서울,송파구,교차로내,681,3,1003,245,593,165
서울,송파구,교차로횡단보도내,126,4,133,55,61,17
서울,송파구,교차로부근,463,3,654,126,460,68
서울,송파구,주차장,7,0,9,3,5,1
서울,송파구,기타,125,0,160,29,102,29
서울,송파구,불명,3,0,3,0,3,0
서울,서초구,터널안,16,0,32,6,23,3
서울,서초구,교량위,11,0,18,4,13,1
서울,서초구,고가도로위,23,0,44,9,33,2
서울,서초구,지하차도(도로)내,11,0,13,4,6,3
서울,서초구,기타단일로,1364,17,2053,355,1554,144
서울,서초구,교차로내,430,0,680,147,485,48
서울,서초구,교차로횡단보도내,56,0,63,24,36,3
서울,서초구,교차로부근,336,3,502,85,377,40
서울,서초구,주차장,18,0,21,4,14,3
서울,서초구,기타,93,1,119,35,71,13
서울,서초구,불명,3,0,3,1,1,1
서울,양천구,터널안,8,0,14,1,12,1
서울,양천구,교량위,4,0,9,1,7,1
서울,양천구,지하차도(도로)내,5,0,10,1,8,1
서울,양천구,기타단일로,733,9,959,218,678,63
서울,양천구,교차로내,342,3,467,91,338,38
서울,양천구,교차로횡단보도내,45,0,47,18,26,3
서울,양천구,교차로부근,177,1,249,48,176,25
서울,양천구,주차장,2,0,2,1,0,1
서울,양천구,기타,27,0,32,7,24,1
서울,중랑구,터널안,8,0,17,1,14,2
서울,중랑구,교량위,7,0,16,1,13,2
서울,중랑구,고가도로위,1,0,4,3,1,0
서울,중랑구,지하차도(도로)내,4,0,7,4,2,1
서울,중랑구,기타단일로,808,4,1072,225,716,131
서울,중랑구,교차로내,421,2,606,173,359,74
서울,중랑구,교차로횡단보도내,75,0,83,29,41,13
서울,중랑구,교차로부근,269,0,369,89,230,50
서울,중랑구,주차장,8,0,9,2,7,0
서울,중랑구,기타,37,0,44,11,26,7
서울,중랑구,불명,1,0,1,1,0,0
서울,노원구,터널안,6,2,7,3,4,0
서울,노원구,교량위,16,0,29,3,25,1
서울,노원구,고가도로위,2,0,6,0,4,2
서울,노원구,지하차도(도로)내,14,1,23,2,16,5
서울,노원구,기타단일로,689,5,914,170,667,77
서울,노원구,교차로내,374,3,533,125,370,38
서울,노원구,교차로횡단보도내,64,0,73,30,37,6
서울,노원구,교차로부근,271,0,399,77,277,45
서울,노원구,주차장,11,0,12,4,7,1
서울,노원구,기타,51,0,58,9,39,10
서울,노원구,불명,1,0,1,0,0,1
서울,광진구,교량위,48,1,59,11,45,3
서울,광진구,고가도로위,2,0,6,2,4,0
서울,광진구,기타단일로,629,11,854,211,566,77
서울,광진구,교차로내,207,2,281,68,191,22
서울,광진구,교차로횡단보도내,25,0,27,13,10,4
서울,광진구,교차로부근,129,0,190,40,132,18
서울,광진구,주차장,3,0,3,0,3,0
서울,광진구,기타,20,2,20,7,10,3
서울,광진구,불명,1,0,1,0,1,0
서울,강북구,터널안,1,0,2,1,1,0
서울,강북구,고가도로위,1,0,1,1,0,0
서울,강북구,기타단일로,609,4,778,187,549,42
서울,강북구,교차로내,346,3,459,106,331,22
서울,강북구,교차로횡단보도내,56,1,62,21,40,1
서울,강북구,교차로부근,170,1,245,45,190,10
서울,강북구,주차장,2,0,2,0,2,0
서울,강북구,기타,17,0,18,4,13,1
서울,금천구,터널안,2,0,5,1,4,0
서울,금천구,교량위,9,0,18,5,13,0
서울,금천구,고가도로위,3,0,6,0,6,0
서울,금천구,지하차도(도로)내,1,0,3,0,3,0
서울,금천구,기타단일로,396,3,556,124,373,59
서울,금천구,교차로내,247,3,411,107,275,29
서울,금천구,교차로횡단보도내,44,0,47,16,26,5
서울,금천구,교차로부근,110,0,166,26,126,14
서울,금천구,주차장,2,0,2,1,1,0
서울,금천구,기타,10,0,14,4,10,0
부산,중구,터널안,2,0,3,1,1,1
부산,중구,고가도로위,2,0,2,2,0,0
부산,중구,지하차도(도로)내,1,0,1,0,1,0
부산,중구,기타단일로,232,4,299,90,197,12
부산,중구,교차로내,76,0,105,36,64,5
부산,중구,교차로횡단보도내,5,0,8,1,6,1
부산,중구,교차로부근,27,0,34,10,22,2
부산,중구,주차장,1,0,2,0,2,0
부산,중구,기타,8,0,10,3,7,0
부산,서구,터널안,3,1,5,2,3,0
부산,서구,교량위,2,0,5,3,2,0
부산,서구,고가도로위,1,0,1,0,1,0
부산,서구,기타단일로,225,2,288,91,176,21
부산,서구,교차로내,115,1,198,51,137,10
부산,서구,교차로횡단보도내,11,1,10,4,6,0
부산,서구,교차로부근,72,1,99,24,68,7
부산,서구,주차장,1,0,1,0,1,0
부산,서구,기타,11,0,13,2,9,2
부산,동구,터널안,3,0,5,1,4,0
부산,동구,교량위,1,0,1,0,1,0
부산,동구,고가도로위,8,0,17,4,13,0
부산,동구,기타단일로,311,5,408,122,259,27
부산,동구,교차로내,119,0,179,54,117,8
부산,동구,교차로횡단보도내,9,1,8,3,4,1
부산,동구,교차로부근,50,0,69,25,42,2
부산,동구,주차장,1,0,1,0,1,0
부산,동구,기타,35,0,48,22,22,4
부산,영도구,교량위,8,1,11,6,5,0
부산,영도구,고가도로위,1,0,1,1,0,0
부산,영도구,기타단일로,230,3,296,90,189,17
부산,영도구,교차로내,85,0,124,33,90,1
부산,영도구,교차로횡단보도내,8,0,9,8,1,0
부산,영도구,교차로부근,18,0,28,7,21,0
부산,영도구,기타,5,0,5,0,5,0
부산,영도구,불명,1,0,1,1,0,0
부산,부산진구,터널안,8,0,21,5,16,0
부산,부산진구,교량위,3,0,4,0,3,1
부산,부산진구,고가도로위,13,1,25,5,19,1
부산,부산진구,지하차도(도로)내,1,0,1,1,0,0
부산,부산진구,기타단일로,816,14,1055,321,653,81
부산,부산진구,교차로내,394,3,597,192,357,48
부산,부산진구,교차로횡단보도내,39,0,44,24,18,2
부산,부산진구,교차로부근,186,2,268,70,178,20
부산,부산진구,기타,22,0,36,17,18,1
부산,동래구,터널안,4,0,11,2,9,0
부산,동래구,교량위,2,0,3,0,3,0
부산,동래구,고가도로위,2,0,4,0,4,0
부산,동래구,지하차도(도로)내,4,0,5,2,2,1
부산,동래구,기타단일로,532,5,699,196,448,55
부산,동래구,교차로내,283,1,377,113,233,31
부산,동래구,교차로횡단보도내,42,2,43,25,15,3
부산,동래구,교차로부근,64,0,87,19,63,5
부산,동래구,주차장,2,0,2,0,2,0
부산,동래구,기타,7,0,8,3,3,2
부산,동래구,불명,1,0,1,1,0,0
부산,남구,터널안,15,0,24,3,20,1
부산,남구,교량위,5,0,14,2,12,0
부산,남구,고가도로위,3,0,5,0,5,0
부산,남구,지하차도(도로)내,2,0,6,0,6,0
부산,남구,기타단일로,433,1,587,175,360,52
부산,남구,교차로내,212,1,276,90,158,28
부산,남구,교차로횡단보도내,25,0,27,16,9,2
부산,남구,교차로부근,90,2,115,41,56,18
부산,남구,기타,40,0,54,20,31,3
부산,북구,교량위,10,0,18,2,15,1
부산,북구,고가도로위,2,0,6,1,5,0
부산,북구,기타단일로,460,10,607,169,396,42
부산,북구,교차로내,176,3,231,50,166,15
부산,북구,교차로횡단보도내,21,2,20,10,9,1
부산,북구,교차로부근,63,2,82,23,56,3
부산,북구,기타,10,0,12,3,8,1
부산,해운대구,터널안,10,0,30,7,21,2
부산,해운대구,교량위,15,0,27,4,21,2
부산,해운대구,고가도로위,9,0,17,3,14,0
부산,해운대구,지하차도(도로)내,1,0,2,0,2,0
부산,해운대구,기타단일로,501,7,683,187,428,68
부산,해운대구,교차로내,300,2,457,127,297,33
부산,해운대구,교차로횡단보도내,42,0,48,26,21,1
부산,해운대구,교차로부근,159,0,248,49,173,26
부산,해운대구,주차장,4,0,4,1,2,1
부산,해운대구,기타,16,0,18,5,9,4
부산,사하구,터널안,1,0,3,0,2,1
부산,사하구,교량위,1,0,3,0,3,0
부산,사하구,고가도로위,2,0,2,1,1,0
부산,사하구,기타단일로,565,6,730,247,423,60
부산,사하구,교차로내,289,3,400,140,224,36
부산,사하구,교차로횡단보도내,18,2,17,5,10,2
부산,사하구,교차로부근,102,2,147,44,91,12
부산,사하구,주차장,1,0,1,1,0,0
부산,사하구,기타,77,1,106,32,65,9
부산,금정구,터널안,2,0,4,1,3,0
부산,금정구,교량위,1,0,2,0,1,1
부산,금정구,고가도로위,1,0,2,0,2,0
부산,금정구,기타단일로,378,7,541,144,324,73
부산,금정구,교차로내,249,0,338,94,201,43
부산,금정구,교차로횡단보도내,22,0,23,14,8,1
부산,금정구,교차로부근,90,1,122,44,70,8
부산,금정구,주차장,2,0,2,1,1,0
부산,금정구,기타,13,0,16,11,5,0
부산,강서구,터널안,2,0,3,0,3,0
부산,강서구,교량위,6,0,8,1,7,0
부산,강서구,고가도로위,3,0,6,4,2,0
부산,강서구,지하차도(도로)내,2,0,2,1,1,0
부산,강서구,기타단일로,254,12,355,132,204,19
부산,강서구,교차로내,161,2,251,99,144,8
부산,강서구,교차로횡단보도내,7,1,6,4,2,0
부산,강서구,교차로부근,102,0,151,43,104,4
부산,강서구,주차장,1,0,1,1,0,0
부산,강서구,기타,26,1,35,11,23,1
부산,연제구,터널안,1,0,1,0,1,0
부산,연제구,교량위,1,0,2,1,1,0
부산,연제구,기타단일로,344,2,452,158,269,25
부산,연제구,교차로내,158,1,196,70,103,23
부산,연제구,교차로횡단보도내,26,1,28,10,18,0
부산,연제구,교차로부근,76,1,119,36,79,4
부산,연제구,주차장,2,0,2,0,1,1
부산,연제구,기타,11,0,14,4,9,1
부산,연제구,불명,1,0,1,0,1,0
부산,수영구,터널안,1,0,1,0,1,0
부산,수영구,교량위,14,1,20,6,13,1
부산,수영구,고가도로위,1,0,1,1,0,0
부산,수영구,기타단일로,350,3,465,116,297,52
부산,수영구,교차로내,190,1,271,87,165,19
부산,수영구,교차로횡단보도내,14,0,15,8,6,1
부산,수영구,교차로부근,72,2,96,25,67,4
부산,수영구,기타,25,0,34,5,27,2
부산,수영구,불명,1,0,1,1,0,0
부산,사상구,교량위,5,0,6,2,4,0
부산,사상구,고가도로위,12,0,30,7,15,8
부산,사상구,지하차도(도로)내,1,0,1,1,0,0
부산,사상구,기타단일로,524,13,717,200,412,105
부산,사상구,교차로내,244,1,361,100,203,58
부산,사상구,교차로횡단보도내,20,2,18,11,6,1
부산,사상구,교차로부근,98,3,141,36,77,28
부산,사상구,주차장,3,0,4,1,3,0
부산,사상구,기타,12,1,12,4,6,2
부산,기장군,터널안,1,0,3,0,3,0
부산,기장군,교량위,2,0,3,0,2,1
부산,기장군,고가도로위,1,0,1,0,1,0
부산,기장군,지하차도(도로)내,1,0,1,1,0,0
부산,기장군,기타단일로,152,5,255,62,169,24
부산,기장군,교차로내,142,7,223,58,148,17
부산,기장군,교차로횡단보도내,16,1,16,6,10,0
부산,기장군,교차로부근,74,2,106,23,76,7
